100026.txt,	Final cells: 889
464848.txt,	Final cells: 13690
464960.txt,	Final cells: 13511
46519.txt,	Final cells: 300
46522.txt,	Final cells: 3961
46526.txt,	Final cells: 1287
46527.txt,	Final cells: 550
46528.txt,	Final cells: 7063
46529.txt,	Final cells: 2512
46540.txt,	Final cells: 1520
46541.txt,	Final cells: 3225
46542.txt,	Final cells: 1734
46543.txt,	Final cells: 771
46579.txt,	Final cells: 822
46583.txt,	Final cells: 554134
46602.txt,	Final cells: 179197
466263.txt,	Final cells: 378947
466329.txt,	Final cells: 775233
466340.txt,	Final cells: 9535
46647.txt,	Final cells: 66089
46648.txt,	Final cells: 52649
46649.txt,	Final cells: 45194
46665.txt,	Final cells: 2757
466802.txt,	Final cells: 143218
46763.txt,	Final cells: 434881
46774.txt,	Final cells: 383672
46780.txt,	Final cells: 51577
46790.txt,	Final cells: 21499
46810.txt,	Final cells: 67261
46840.txt,	Final cells: 219840
46928.txt,	Final cells: 1383785
470186.txt,	Final cells: 1047639
470464.txt,	Final cells: 345027
470465.txt,	Final cells: 1888110
47076.txt,	Final cells: 5799
47087.txt,	Final cells: 29485
47088.txt,	Final cells: 26765
47089.txt,	Final cells: 47462
47094.txt,	Final cells: 33376
47095.txt,	Final cells: 1848
47096.txt,	Final cells: 7264
47097.txt,	Final cells: 6556
47098.txt,	Final cells: 9417
471287.txt,	Final cells: 4259316
471288.txt,	Final cells: 8618115
471289.txt,	Final cells: 3128962
471290.txt,	Final cells: 5304634
471983.txt,	Final cells: 119
471984.txt,	Final cells: 134
471985.txt,	Final cells: 131
471986.txt,	Final cells: 119
471987.txt,	Final cells: 114966
471988.txt,	Final cells: 376219
471989.txt,	Final cells: 484947
471990.txt,	Final cells: 367880
471991.txt,	Final cells: 813264
471992.txt,	Final cells: 107896
471993.txt,	Final cells: 120608
471994.txt,	Final cells: 107896
471995.txt,	Final cells: 361756
471996.txt,	Final cells: 234
471997.txt,	Final cells: 923833
471998.txt,	Final cells: 271451
471999.txt,	Final cells: 174909
472000.txt,	Final cells: 78122
472001.txt,	Final cells: 1722
472002.txt,	Final cells: 147220
472003.txt,	Final cells: 1033613
472004.txt,	Final cells: 148680
472005.txt,	Final cells: 734479
472006.txt,	Final cells: 724517
472007.txt,	Final cells: 914057
472008.txt,	Final cells: 374931
472009.txt,	Final cells: 21922
472010.txt,	Final cells: 97283
472011.txt,	Final cells: 54349
472012.txt,	Final cells: 455803
472013.txt,	Final cells: 501076
472014.txt,	Final cells: 370096
472015.txt,	Final cells: 141182
472016.txt,	Final cells: 2005
472017.txt,	Final cells: 53362
472018.txt,	Final cells: 52261
472019.txt,	Final cells: 379517
472020.txt,	Final cells: 93481
472021.txt,	Final cells: 385445
472022.txt,	Final cells: 723163
472023.txt,	Final cells: 236234
472024.txt,	Final cells: 713350
472025.txt,	Final cells: 29466
472026.txt,	Final cells: 47732
472027.txt,	Final cells: 150947
472028.txt,	Final cells: 252
472029.txt,	Final cells: 38962
472030.txt,	Final cells: 17076
472031.txt,	Final cells: 15993
472032.txt,	Final cells: 29007
472033.txt,	Final cells: 219988
472034.txt,	Final cells: 168054
472035.txt,	Final cells: 81284
472036.txt,	Final cells: 18754
472037.txt,	Final cells: 209356
472038.txt,	Final cells: 252432
472039.txt,	Final cells: 57187
472040.txt,	Final cells: 135025
472041.txt,	Final cells: 369380
472042.txt,	Final cells: 115523
472043.txt,	Final cells: 734420
472044.txt,	Final cells: 242532
472045.txt,	Final cells: 777281
472046.txt,	Final cells: 721189
472047.txt,	Final cells: 120756
472048.txt,	Final cells: 124041
472049.txt,	Final cells: 55654
472050.txt,	Final cells: 57500
472051.txt,	Final cells: 511695
472052.txt,	Final cells: 733911
472053.txt,	Final cells: 60845
472054.txt,	Final cells: 474472
472055.txt,	Final cells: 61597
472056.txt,	Final cells: 28281
472057.txt,	Final cells: 32666
472058.txt,	Final cells: 3848
472059.txt,	Final cells: 32247
472060.txt,	Final cells: 11317
472061.txt,	Final cells: 39285
472062.txt,	Final cells: 31086
472063.txt,	Final cells: 38477
472064.txt,	Final cells: 28156
472065.txt,	Final cells: 966
472067.txt,	Final cells: 30377
472068.txt,	Final cells: 62157
472069.txt,	Final cells: 515707
472070.txt,	Final cells: 227
472071.txt,	Final cells: 1117
472072.txt,	Final cells: 920
472073.txt,	Final cells: 219
472074.txt,	Final cells: 219
472075.txt,	Final cells: 40998
472076.txt,	Final cells: 96107
472077.txt,	Final cells: 482455
472078.txt,	Final cells: 29592
472079.txt,	Final cells: 4772
472080.txt,	Final cells: 4263
472081.txt,	Final cells: 229
472082.txt,	Final cells: 3767
472083.txt,	Final cells: 3767
472084.txt,	Final cells: 222
472085.txt,	Final cells: 104959
472086.txt,	Final cells: 29567
472087.txt,	Final cells: 69954
472088.txt,	Final cells: 4250
472089.txt,	Final cells: 24205
472090.txt,	Final cells: 78223
472091.txt,	Final cells: 236884
472092.txt,	Final cells: 456
472093.txt,	Final cells: 104210
472094.txt,	Final cells: 14164
472095.txt,	Final cells: 2106
472096.txt,	Final cells: 921
472097.txt,	Final cells: 384
472098.txt,	Final cells: 5667
472099.txt,	Final cells: 8654
472100.txt,	Final cells: 222
472101.txt,	Final cells: 74581
472102.txt,	Final cells: 1737
472103.txt,	Final cells: 70513
472104.txt,	Final cells: 145392
472105.txt,	Final cells: 99
472106.txt,	Final cells: 378
472107.txt,	Final cells: 8688
472108.txt,	Final cells: 1897
472109.txt,	Final cells: 106820
472111.txt,	Final cells: 255763
472112.txt,	Final cells: 336
472113.txt,	Final cells: 251439
472114.txt,	Final cells: 15
472115.txt,	Final cells: 190863
472116.txt,	Final cells: 126657
472117.txt,	Final cells: 70070
472118.txt,	Final cells: 179841
472119.txt,	Final cells: 54668
472120.txt,	Final cells: 60636
472121.txt,	Final cells: 390
472122.txt,	Final cells: 99967
472123.txt,	Final cells: 85485
472124.txt,	Final cells: 37359
472125.txt,	Final cells: 16817
472126.txt,	Final cells: 124167
472127.txt,	Final cells: 30541
472128.txt,	Final cells: 354821
472129.txt,	Final cells: 132632
472130.txt,	Final cells: 205331
472131.txt,	Final cells: 104674
472132.txt,	Final cells: 6507
472133.txt,	Final cells: 87206
472134.txt,	Final cells: 74533
472135.txt,	Final cells: 960
472136.txt,	Final cells: 171141
472137.txt,	Final cells: 2917
472138.txt,	Final cells: 104274
472139.txt,	Final cells: 406164
472140.txt,	Final cells: 78207
472141.txt,	Final cells: 133758
472142.txt,	Final cells: 4258
472143.txt,	Final cells: 944
472144.txt,	Final cells: 378
472145.txt,	Final cells: 3782
472146.txt,	Final cells: 108
472147.txt,	Final cells: 129765
472148.txt,	Final cells: 36687
472149.txt,	Final cells: 64
472150.txt,	Final cells: 16872
472151.txt,	Final cells: 283495
472152.txt,	Final cells: 6643
472153.txt,	Final cells: 15614
472154.txt,	Final cells: 14763
472155.txt,	Final cells: 23346
472156.txt,	Final cells: 117
472157.txt,	Final cells: 432
472158.txt,	Final cells: 12993
472159.txt,	Final cells: 54380
472160.txt,	Final cells: 12838
472161.txt,	Final cells: 117
472162.txt,	Final cells: 43208
472163.txt,	Final cells: 1770
472164.txt,	Final cells: 35391
472165.txt,	Final cells: 321713
472166.txt,	Final cells: 1524
472167.txt,	Final cells: 12094
472168.txt,	Final cells: 6287
472169.txt,	Final cells: 50861
472171.txt,	Final cells: 221499
472172.txt,	Final cells: 30569
472173.txt,	Final cells: 402690
472174.txt,	Final cells: 32666
472175.txt,	Final cells: 1631
472176.txt,	Final cells: 32481
472177.txt,	Final cells: 124667
472178.txt,	Final cells: 33067
472179.txt,	Final cells: 30763
472180.txt,	Final cells: 4882
472181.txt,	Final cells: 37106
472182.txt,	Final cells: 37420
472183.txt,	Final cells: 71253
472184.txt,	Final cells: 524181
472185.txt,	Final cells: 73616
472186.txt,	Final cells: 306734
472187.txt,	Final cells: 32862
472188.txt,	Final cells: 529810
472189.txt,	Final cells: 30676
472190.txt,	Final cells: 388278
472191.txt,	Final cells: 285101
472192.txt,	Final cells: 4009
472193.txt,	Final cells: 164861
472194.txt,	Final cells: 81118
472195.txt,	Final cells: 218676
472196.txt,	Final cells: 5396
472197.txt,	Final cells: 81874
472198.txt,	Final cells: 108440
472199.txt,	Final cells: 2365
472200.txt,	Final cells: 47419
472201.txt,	Final cells: 11617
472202.txt,	Final cells: 34917
472203.txt,	Final cells: 279405
472204.txt,	Final cells: 130313
472205.txt,	Final cells: 281170
472206.txt,	Final cells: 163354
47251.txt,	Final cells: 987802
472820.txt,	Final cells: 1009271
473603.txt,	Final cells: 313920
474360.txt,	Final cells: 72692
474712.txt,	Final cells: 523907
474713.txt,	Final cells: 189435
474822.txt,	Final cells: 447830
474823.txt,	Final cells: 352302
474824.txt,	Final cells: 2301
474825.txt,	Final cells: 2301
47564.txt,	Final cells: 4159
47565.txt,	Final cells: 4135
47566.txt,	Final cells: 7564
47567.txt,	Final cells: 3554
47568.txt,	Final cells: 2948
47569.txt,	Final cells: 9361
475828.txt,	Final cells: 1151
47687.txt,	Final cells: 1857
47732.txt,	Final cells: 30417
47733.txt,	Final cells: 273
477479.txt,	Final cells: 15088
47748.txt,	Final cells: 13757
47774.txt,	Final cells: 7043
47775.txt,	Final cells: 1565
477975.txt,	Final cells: 1456622
47845.txt,	Final cells: 98
47850.txt,	Final cells: 199780
47851.txt,	Final cells: 30484
47852.txt,	Final cells: 9297
47854.txt,	Final cells: 14
47875.txt,	Final cells: 7925
47877.txt,	Final cells: 1951
47878.txt,	Final cells: 6561
47918.txt,	Final cells: 8334
47925.txt,	Final cells: 1278754
47926.txt,	Final cells: 1278599
47979.txt,	Final cells: 37549
47984.txt,	Final cells: 977908
479926.txt,	Final cells: 89183
479927.txt,	Final cells: 75525
479928.txt,	Final cells: 79310
479929.txt,	Final cells: 66742
479930.txt,	Final cells: 68947
479931.txt,	Final cells: 56041
48013.txt,	Final cells: 159405
48028.txt,	Final cells: 568771
48029.txt,	Final cells: 81288
48030.txt,	Final cells: 541683
48031.txt,	Final cells: 129854
48045.txt,	Final cells: 101880
481225.txt,	Final cells: 52133
48123.txt,	Final cells: 25137
48124.txt,	Final cells: 357866
48131.txt,	Final cells: 2462
48132.txt,	Final cells: 3982
48133.txt,	Final cells: 1247
48223.txt,	Final cells: 745
48224.txt,	Final cells: 404
48270.txt,	Final cells: 118008
482738.txt,	Final cells: 14271
482910.txt,	Final cells: 55736
482916.txt,	Final cells: 55703
48335.txt,	Final cells: 3364
48336.txt,	Final cells: 2260
48338.txt,	Final cells: 7022
48339.txt,	Final cells: 6427
48340.txt,	Final cells: 1218
48341.txt,	Final cells: 11634
48342.txt,	Final cells: 4558
48345.txt,	Final cells: 5222
48346.txt,	Final cells: 496
48352.txt,	Final cells: 36756
48354.txt,	Final cells: 85622
48355.txt,	Final cells: 5768
48367.txt,	Final cells: 118047
48368.txt,	Final cells: 1733
48415.txt,	Final cells: 1682
48416.txt,	Final cells: 1541
48417.txt,	Final cells: 5083
48418.txt,	Final cells: 5440
48419.txt,	Final cells: 2883
48420.txt,	Final cells: 847
48421.txt,	Final cells: 2060
48479.txt,	Final cells: 25010
48495.txt,	Final cells: 18714
48503.txt,	Final cells: 34088
48551.txt,	Final cells: 47319
48552.txt,	Final cells: 46145
48553.txt,	Final cells: 85825
48554.txt,	Final cells: 84993
48555.txt,	Final cells: 87803
48556.txt,	Final cells: 84355
48557.txt,	Final cells: 63789
48558.txt,	Final cells: 63510
48559.txt,	Final cells: 6858
48620.txt,	Final cells: 312499
486342.txt,	Final cells: 56022
486343.txt,	Final cells: 38741
486700.txt,	Final cells: 3870
486785.txt,	Final cells: 86929
486859.txt,	Final cells: 148219
486860.txt,	Final cells: 5403
48699.txt,	Final cells: 34654
48760.txt,	Final cells: 56167
488046.txt,	Final cells: 42069
488047.txt,	Final cells: 17441
488048.txt,	Final cells: 1204751
488049.txt,	Final cells: 187976
488050.txt,	Final cells: 316880
488051.txt,	Final cells: 2022160
48876.txt,	Final cells: 572
48915.txt,	Final cells: 154233
48940.txt,	Final cells: 21657
48941.txt,	Final cells: 81990
48942.txt,	Final cells: 82297
48943.txt,	Final cells: 83328
48944.txt,	Final cells: 82806
48945.txt,	Final cells: 81974
48947.txt,	Final cells: 83282
48949.txt,	Final cells: 82432
48950.txt,	Final cells: 393037
48951.txt,	Final cells: 83487
48954.txt,	Final cells: 426182
48956.txt,	Final cells: 15522
49038.txt,	Final cells: 39988
490704.txt,	Final cells: 44946
49089.txt,	Final cells: 13917
49105.txt,	Final cells: 50037
491062.txt,	Final cells: 2968
49160.txt,	Final cells: 2366
49161.txt,	Final cells: 5800
49162.txt,	Final cells: 348085
49163.txt,	Final cells: 2233
49166.txt,	Final cells: 2994
49167.txt,	Final cells: 2988
49208.txt,	Final cells: 18828
49220.txt,	Final cells: 1005
49256.txt,	Final cells: 2616
49257.txt,	Final cells: 7502
492895.txt,	Final cells: 4659
492896.txt,	Final cells: 3092
492897.txt,	Final cells: 19436
49315.txt,	Final cells: 3899
49316.txt,	Final cells: 44222
49317.txt,	Final cells: 68157
49318.txt,	Final cells: 1828
49333.txt,	Final cells: 27801
49374.txt,	Final cells: 12904
49375.txt,	Final cells: 386
49376.txt,	Final cells: 436
49377.txt,	Final cells: 667
49378.txt,	Final cells: 211744
49379.txt,	Final cells: 51817
49380.txt,	Final cells: 30013
49382.txt,	Final cells: 23423
49383.txt,	Final cells: 702
49384.txt,	Final cells: 2475
49385.txt,	Final cells: 218939
49415.txt,	Final cells: 763
49416.txt,	Final cells: 2325
49417.txt,	Final cells: 2491
49418.txt,	Final cells: 2463
49419.txt,	Final cells: 4173
49420.txt,	Final cells: 7132
49421.txt,	Final cells: 2947
49422.txt,	Final cells: 2242
49423.txt,	Final cells: 80
49424.txt,	Final cells: 673
494997.txt,	Final cells: 2399
494998.txt,	Final cells: 1497
494999.txt,	Final cells: 17884
495000.txt,	Final cells: 12526
49528.txt,	Final cells: 20914
49529.txt,	Final cells: 4665
49543.txt,	Final cells: 194766
49544.txt,	Final cells: 28053
49545.txt,	Final cells: 8166
49546.txt,	Final cells: 28118
49547.txt,	Final cells: 42781
49548.txt,	Final cells: 6199
49549.txt,	Final cells: 6888
495915.txt,	Final cells: 418019
495918.txt,	Final cells: 418031
496387.txt,	Final cells: 156126
496388.txt,	Final cells: 4545
496389.txt,	Final cells: 2229
496669.txt,	Final cells: 4988
496670.txt,	Final cells: 32798
496671.txt,	Final cells: 36604
496672.txt,	Final cells: 76115
496673.txt,	Final cells: 329564
496800.txt,	Final cells: 1458882
497408.txt,	Final cells: 1908
49741.txt,	Final cells: 6244
49742.txt,	Final cells: 3939
49743.txt,	Final cells: 36342
497513.txt,	Final cells: 41733
49794.txt,	Final cells: 2054
497978.txt,	Final cells: 192
497995.txt,	Final cells: 864539
498430.txt,	Final cells: 3003
498431.txt,	Final cells: 8614
498432.txt,	Final cells: 131237
498454.txt,	Final cells: 512427
498455.txt,	Final cells: 510181
498456.txt,	Final cells: 540080
498457.txt,	Final cells: 544813
498458.txt,	Final cells: 592229
498459.txt,	Final cells: 526171
498460.txt,	Final cells: 2211824
498461.txt,	Final cells: 2159456
49848.txt,	Final cells: 589
49852.txt,	Final cells: 884
49860.txt,	Final cells: 414
49861.txt,	Final cells: 131768
49867.txt,	Final cells: 12061
49869.txt,	Final cells: 7904
498713.txt,	Final cells: 846
498714.txt,	Final cells: 4980
49871.txt,	Final cells: 5027
49874.txt,	Final cells: 177479
49883.txt,	Final cells: 50
49884.txt,	Final cells: 2825
49885.txt,	Final cells: 3405
49886.txt,	Final cells: 401
49887.txt,	Final cells: 5762
49888.txt,	Final cells: 978
49889.txt,	Final cells: 78
49890.txt,	Final cells: 2727
49891.txt,	Final cells: 3759
498974.txt,	Final cells: 5945815
498979.txt,	Final cells: 2993498
49899.txt,	Final cells: 5714
49900.txt,	Final cells: 925
49901.txt,	Final cells: 615
49902.txt,	Final cells: 294
49998.txt,	Final cells: 254675
500086.txt,	Final cells: 32919
500087.txt,	Final cells: 5907
500088.txt,	Final cells: 6016
500089.txt,	Final cells: 6005
500090.txt,	Final cells: 4942
500091.txt,	Final cells: 24496
500092.txt,	Final cells: 6423
500093.txt,	Final cells: 2814
500094.txt,	Final cells: 5252
500095.txt,	Final cells: 1016
500096.txt,	Final cells: 86727
500097.txt,	Final cells: 49114
500098.txt,	Final cells: 4609
500099.txt,	Final cells: 4107
500100.txt,	Final cells: 34591
500101.txt,	Final cells: 26400
500102.txt,	Final cells: 6674
500103.txt,	Final cells: 5860
500104.txt,	Final cells: 4658
500105.txt,	Final cells: 61226
500106.txt,	Final cells: 5542
500107.txt,	Final cells: 50872
500108.txt,	Final cells: 63826
500109.txt,	Final cells: 59348
500110.txt,	Final cells: 33427
500111.txt,	Final cells: 4865
500112.txt,	Final cells: 1016
500113.txt,	Final cells: 6004
500114.txt,	Final cells: 41128
500115.txt,	Final cells: 26782
500116.txt,	Final cells: 4849
500117.txt,	Final cells: 3782
500118.txt,	Final cells: 46578
500119.txt,	Final cells: 5224
500120.txt,	Final cells: 30158
50081.txt,	Final cells: 29737
50098.txt,	Final cells: 46555
50108.txt,	Final cells: 39210
50112.txt,	Final cells: 67
50113.txt,	Final cells: 71
501146.txt,	Final cells: 128788
501148.txt,	Final cells: 133936
501149.txt,	Final cells: 18395
50114.txt,	Final cells: 34818
501150.txt,	Final cells: 64133
501151.txt,	Final cells: 65661
501152.txt,	Final cells: 126764
501153.txt,	Final cells: 44628
501154.txt,	Final cells: 112530
502009.txt,	Final cells: 58606
502010.txt,	Final cells: 57018
502011.txt,	Final cells: 419302
50240.txt,	Final cells: 88370
50247.txt,	Final cells: 3211
50270.txt,	Final cells: 8376
50272.txt,	Final cells: 11077
50274.txt,	Final cells: 26307
50283.txt,	Final cells: 1354
50305.txt,	Final cells: 9516
50306.txt,	Final cells: 1550
50307.txt,	Final cells: 636
50308.txt,	Final cells: 2575
50309.txt,	Final cells: 11286
503407.txt,	Final cells: 13934
503408.txt,	Final cells: 108486
503409.txt,	Final cells: 9299
503410.txt,	Final cells: 80761
503411.txt,	Final cells: 130741
503412.txt,	Final cells: 71
503947.txt,	Final cells: 91841
50405.txt,	Final cells: 159693
50410.txt,	Final cells: 266297
50411.txt,	Final cells: 15309
50428.txt,	Final cells: 270
50430.txt,	Final cells: 353065
50450.txt,	Final cells: 762587
50489.txt,	Final cells: 44115
50649.txt,	Final cells: 1288
50650.txt,	Final cells: 6354
50651.txt,	Final cells: 1442
50652.txt,	Final cells: 23824
50653.txt,	Final cells: 18745
50656.txt,	Final cells: 2723
50657.txt,	Final cells: 4948
50658.txt,	Final cells: 6124
50659.txt,	Final cells: 1381
50704.txt,	Final cells: 2298
50725.txt,	Final cells: 51
50736.txt,	Final cells: 3646
50737.txt,	Final cells: 2844
50738.txt,	Final cells: 5577
50739.txt,	Final cells: 5618
50740.txt,	Final cells: 4502
50741.txt,	Final cells: 1267
50879.txt,	Final cells: 173434
50880.txt,	Final cells: 516853
50881.txt,	Final cells: 93502
50882.txt,	Final cells: 362952
509308.txt,	Final cells: 34058
509309.txt,	Final cells: 33924
509310.txt,	Final cells: 55891
509311.txt,	Final cells: 58823
509312.txt,	Final cells: 84708
509313.txt,	Final cells: 127976
509314.txt,	Final cells: 66946
509315.txt,	Final cells: 147341
509316.txt,	Final cells: 275049
509317.txt,	Final cells: 78786
509318.txt,	Final cells: 103571
509319.txt,	Final cells: 161149
509320.txt,	Final cells: 197675
